Semester,Jenis,Program,Judul,Pembimbing
2022/2023-1,Skripsi,Teknik Biomedik,Rancang Bangun Model Klasifikasi Multi-Label Abnormalitas Citra Chest X-Ray Digital untuk Penyakit Tuberkulosis Dengan Algoritma Vision Transformer,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2022/2023-1,Skripsi,Teknik Elektro Reguler,Rancang Bangun Water Quality Monitoring System Budidaya Air Tawar Berbasis LoRa,"Tomy Abuzairi,"
2022/2023-1,Skripsi,Teknik Komputer Reguler,Deteksi pencurian tenaga listrik berbasis machine learning menggunakan metode logistic regression,"Ir. Gunawan Wibisono, M.Sc., Ph.D"
2022/2023-1,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Penilaian Esai Otomatis (Simple-O) untuk Ujian Bahasa Jepang dengan Convolutional Neural Network dan Gated Recurrent Unit,"Prof. Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2022/2023-1,Skripsi,Teknik Elektro Reguler,Analisis Starting Motor Induksi dengan Metode Autotransformer dan Star-Delta pada Stasiun MRT Dukuh Atas,"Ir. Agus R. Utomo, M.T."
2022/2023-1,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Penilaian Essai Otomatis Bahasa Jepang dengan Regularization pada Model Multilayer Perceptron,"Prof. Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2022/2023-1,Skripsi,Teknik Komputer Reguler,Analisis Kinerja Sistem Penjualan Produk Digital Menggunakan Smart Contract pada Ethereum dengan jaringan tes Goerli,"Prof. Dr. Ir. Riri Fitri Sari, MM. MSc."
2022/2023-1,Skripsi,Teknik Elektro Paralel,Optimasi Pembangkit Tenaga Listrik Sistem ALZ dalam Skema Pertahanan Islanding akibat Keterbatasan Suplai Daya,"Ir. I Made Ardita Y, M.T."
2022/2023-1,Skripsi,Teknik Elektro Reguler,Studi Gangguan Transformator Antarbus 500/150 kV di GITET X,"Ir. Agus R. Utomo, M.T."
2022/2023-1,Skripsi,Teknik Elektro Reguler,Rancangan dan Analisis Reed-Solomon Code pada Teknologi Komunikasi Mobile Wireless 5G Rilis 18,"Prof. Dr. Ir. Muhamad Asvial, MEng."
2022/2023-1,Skripsi,Teknik Elektro Paralel,"Rancang Bangun Antena Mikrostrip Dual Band pada Frekuensi 4,3 GHz dan 13,5 GHz untuk Aplikasi Radar Altimeter","Prof. Dr. Ir. Fitri Yuli Zulkifli, ST., MSc"
2022/2023-1,Skripsi,Teknik Elektro Paralel,"Rancang Bangun Antena MIMO dengan Frekuensi 0,7 GHz, 3,5 GHz, dan 26 GHz untuk Teknologi Seluler 5G di Indonesia","Prof. Dr. Ir. Fitri Yuli Zulkifli, ST., MSc"
2022/2023-1,Skripsi,Teknik Elektro Reguler,Analisis Interferensi Koeksistensi 5G dan Fixed Satellite Service (FSS) pada Pita 3.5 GHz,"Prof Dr Ir Dadang Gunawan, M.Eng."
2022/2023-1,Skripsi,Teknik Elektro Reguler,Perancangan Small Cell 5G untuk Utilitas Publik pada Jalur Transportasi Darat di KIPP IKN Nusantara,"Prof Dr Ir Dadang Gunawan, M.Eng."
2022/2023-1,Skripsi,Teknik Elektro Reguler,"Rancang Bangun Sistem Monitoring pada Perangkat Closed House Smart Poultry Berbasis Jaringan Wi-Fi 2,4 GHz","Prof Dr Ir Dadang Gunawan, M.Eng."
2022/2023-1,Skripsi,Teknik Elektro Reguler,Perancangan Jaringan FTTH Teknologi XGS-PON dengan Transmisi Unidirectional dan Bidirectional di Daerah Urban,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2022/2023-1,Skripsi,Teknik Elektro Reguler,Perancangan Prosedur Prediksi Kualitas Transmisi pada Coarse Wavelength Division Multiplexing dengan Transmisi 4 Kanal Menggunakan Pendekatan Machine Learning,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2022/2023-1,Skripsi,Teknik Elektro Paralel,Perancangan Sistem Wdm Dengan Radio Over Free Space Optic Untuk Implementasi Jaringan Fronthaul 5G Di Daerah Urban,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2022/2023-1,Skripsi,Teknik Elektro Reguler,Real-Time Model Bahasa Isyarat Indonesia (BISINDO) Recognition Dengan Metode Long Short-Term Memory (LSTM) dan Streamlit,"Prof. Dr. Ir. Fitri Yuli Zulkifli, ST., MSc"
2022/2023-1,Skripsi,Teknik Elektro Reguler,Studi Optimasi Pemanfaatan Potensi Produksi Energi Listrik Pembangkit Listrik Tenaga Surya Atap pada Gedung Produksi II PT. ON,"Ir. Agus R. Utomo, M.T."
2022/2023-1,Skripsi,Teknik Elektro Reguler,Analisis Pengaruh Arus Harmonik Terhadap Rugi Daya Transformator di Stasiun MRT Dukuh Atas PT MRT Jakarta,"Ir. Agus R. Utomo, M.T."
2022/2023-1,Skripsi,Teknik Elektro Reguler,Analisis Starting Motor Induksi dengan Metode Direct On Line dan Autotransformer di Stasiun MRT Dukuh Atas.,"Ir. Agus R. Utomo, M.T."
2022/2023-1,Skripsi,Teknik Elektro Reguler,Analisis Perbandingan Starting Motor Induksi dengan Metode Direct On Line (DOL) dan Star-Delta pada Stasiun MRT Dukuh Atas,"Ir. Agus R. Utomo, M.T."
2022/2023-1,Skripsi,Teknik Elektro Reguler,Studi Analisis Koordinasi Zona Proteksi Relai Jarak pada Saluran Transmisi 500 KV Suralaya-Suralaya Baru,"Ir. Agus R. Utomo, M.T."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Perancangan Antarmuka dan Back-End pada Sistem Keranjang Belanja Pintar Troll-E,"Yan Maraden, S.T., M.T., M.Sc."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Evaluasi Ekstraksi Fitur Pada Citra Gulma Dan Dedaunan Menggunakan Local Binary Pattern Dan Oriented FAST and Rotated BRIEF,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Evaluasi Arsitektur DenseNet CNN Untuk Mendeteksi Emosi Melalui Wajah,"Yan Maraden, S.T., M.T., M.Sc."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Analisis Rangkaian Denyut Jantung Secara Non-Kontak Menggunakan Sensor Ultrasonik,"Dr. Basari, S.T., M.Eng."
2021/2022-2,Skripsi,Teknik Elektro Paralel,Simulasi Dan Analisis Penggunaan Konverter Pada Rangkaian On-Board Battery Charger (OBC) Mobil Listrik,"Dr. Abdul Halim, M.Eng."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Perancangan dan Analisis Kinerja Intrusion Detection System (IDS) Suricata serta Integrasi dengan sistem Keamanan Jaringan Komputer Berbasis Web,"Dr. Yohan Suryanto, ST. MT."
2021/2022-2,Skripsi,Teknik Biomedik,Simulasi Micromixer Berbentuk Panah dengan Rintangan dalam Pencampuran Plasma Darah,"Dr. Basari, S.T., M.Eng."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Analisis Metode Keamanan Analitik Berbasis Security Information Event Management (SIEM) pada Teknologi Komputasi Cloud Terhadap Serangan Advanced Persistent Threat (APT),"Dr. Ir. Muhammad Salman, ST, MIT"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Analisis Implementasi Host Intrusion Detection System berbasis Teknik String Matching menggunakan tools Yara dalam mendeteksi serangan Malware pada OS Windows dan Linux,"Dr. Ir. Muhammad Salman, ST, MIT"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Analisis Pengaruh Implementasi Web Application Firewall (WAF) Berbasis ModSecurity Pada Keamanan Web Server Terhadap Serangan SQL Injection dan XSS,"Dr. Ir. Muhammad Salman, ST, MIT"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Analisis Peningkatan Efektivitas Keamanan Perangkat Internet of Things (IoT) melalui Metode Shifting Left Security,"Dr. Ir. Muhammad Salman, ST, MIT"
2021/2022-2,Skripsi,Teknik Komputer Reguler,PENGEMBANGAN SISTEM KEAMANAN INTERNET OF THINGS (IoT) SKALA KECIL BERBASIS NETWORK INTRUSION DETECTION SYSTEM (NIDS) DAN SECURE ACCESS POINT MENGGUNAKAN RASPBERRY PI,"Dr. Ir. Muhammad Salman, ST, MIT"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Sistem Prediksi Kondisi Stunting Pada Anak Balita Berbasis Machine Learning,"Dr. Ruki Harwahyu, ST. MT. MSc."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Aplikasi Android untuk Pemantauan Performa dan Throughput pada Jaringan menggunakan Packet Sniffing Tools,"Dr. Yohan Suryanto, ST. MT."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Analisis Kerentanan Website Donasi Online dari Hasil Pengujian Penetrasi Menggunakan Information System Security Assessment Framework (ISSAF),"Dr. Yohan Suryanto, ST. MT."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Evaluasi Metode Prediksi dan Pengaruh Data Cuaca Terhadap Penggunaan Listrik Gedung Kampus,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Implementasi dan Evaluasi Dashboard Interaktif untuk Database Pemakaian Energi Listrik menggunakan Elasticsearch dan Kibana berbasis XGBoost,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Analisis Klasifikasi Sinyal EEG Motor Imagery Dengan Menggunakan Convolutional Neural Network,"Dr. Abdul Halim, M.Eng."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Implementasi Kontrak Pintar pada Aplikasi Berbasis Android dalam Mekanisme Pencegahan Covid-19,"Yan Maraden, S.T., M.T., M.Sc."
2021/2022-2,Skripsi,Teknik Elektro Reguler,"Studi Optimasi Interkoneksi PLTS On-Grid pada Jaringan Tegangan Menengah 20 kV Sanana, Maluku Utara","Aji Nur Widyanto, ST., MT."
2021/2022-2,Skripsi,Teknik Elektro Paralel,Tinjauan Pengoperasian Transformator Distribusi dengan Mempertimbangkan Ketidakseimbangan Beban pada Gardu TGR27 Penyulang Fatanah Gardu Induk New Tangerang Sistem Distribusi Banten,"Ir. Agus R. Utomo, M.T."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Pencarian Kata pada Terjemahan Al-Qur’an Berbasis Website dengan Node.Js dan Google Speech-to-Text API,"Prof. Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Perancangan single tuned filter pada bangunan gedung untuk mengatasi masalah harmonisa,"Dr.Ing Budi Sudiarto, ST., MT."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Monitoring Jaringan Dan Deteksi Serangan DoS Pada Wireless Network Menggunakan Intrusion Detection System,"Dr. Ir. Muhammad Salman, ST, MIT"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Analisis Implementasi Security Information and Event Management (SIEM) dengan Berbasis Wazuh pada Sistem Operasi Windows dan Linux,"Dr. Ir. Muhammad Salman, ST, MIT"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Optimasi Solar Charge Controller Menggunakan Maximum Power Point Tracking dengan Algoritma Fuzzy Logic,"Dr.Eng. Arief Udhiarto, S.T.,M.T."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Sistem Diagnosis Cerdas Untuk Mendeteksi Gangguan Transformator Daya Berdasarkan Data DGA Menggunakan Metode Oversampling Berbasis Distribusi Gaussian,"Prof. Dr. Benyamin Kusumo Putro, M. Eng"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Perancangan Platform Sistem Kendali Quadcopter Berbasis Neural Network dalam Eksperimen Hardware-in-the-Loop,"Prof. Dr. Benyamin Kusumo Putro, M. Eng"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Perancangan Motor Sinkron 4 KW 4000 RPM dengan Eksitasi Nirkabel,"Dr. Ir. Feri Yusivar, M.Eng."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Perancangan Sistem Kendali Static Inverter Tiga Tingkat Tipe NPC,"Dr. Ir. Feri Yusivar, M.Eng."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Analisis Sistem Aliran Daya Antara Kereta dan Jaringan Listrik Berbasis Simulasi,"Dr. Abdul Halim, M.Eng."
2021/2022-2,Skripsi,Teknik Komputer Reguler,"Implementasi dan Evaluasi Computational Cost Arsitektur Resnet-50, Resnet-101, dan Resnet-152 pada Algoritma CNN untuk Mendeteksi Emosi Melalui Wajah","I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Perancangan Profil Kecepatan Optimal pada Kereta dengan On-Board Energy Storage Device Menggunakan Dynamic Programming,"Dr. Abdul Halim, M.Eng."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Implementasi dan Evaluasi Aplikasi Face Emotion Recognition Menggunakan Arsitektur EfficientNet,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Optimasi Profil Kecepatan Kereta Listrik dengan Algoritma Max-Min Ant Colony,"Dr. Abdul Halim, M.Eng."
2021/2022-2,Skripsi,Teknik Elektro Internasional,Fabrikasi Sel Surya Perovskite dengan Metode Laminasi,"Dr.Eng. Arief Udhiarto, S.T.,M.T."
2021/2022-2,Skripsi,Teknik Elektro Paralel,Analisis Pengaruh Struktur Satu Kapton dan Dua Kapton terhadap Hasil Pengamatan Visual Optis dan Unjuk Kerja Elektris Organic Light Emitting Diode (OLED) yang Difabrikasi dengan Metode Laminasi,"Dr.Eng. Arief Udhiarto, S.T.,M.T."
2021/2022-2,Skripsi,Teknik Elektro Paralel,Perancangan Pengendali Tegangan pada Sistem Penyearah Tiga Tingkat Tipe Neutral-Point-Clamped (NPC),"Dr. Ir. Feri Yusivar, M.Eng."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Proshield Sebagai Sistem Tracing dan Monitoring COVID-19 dengan Implementasi QR Code dan Teknologi NFC,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Inverter Tiga-tingkat Tipe NPC dengan Algoritma SVPWM dan RFOC untuk Pengendalian Motor Induksi,"Dr. Ir. Feri Yusivar, M.Eng."
2021/2022-2,Skripsi,Teknik Biomedik,Biosensor Amperometrik Pendeteksi Dopamin Berbasis Screen-Printed Electrode Modifikasi Reduced Graphene Oxide/Zinc Oxide/Polypyrrole,"Siti Fauziyah Rahman,"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Implementasi dan Evaluasi Anomaly Detection Menggunakan Metode Isolation Forest Berbasis Clustering Unsupervised pada Smart Laboratory Monitoring System Menggunakan Komunikasi LoRa yang Berada pada Ruang Tertutup,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Implementasi dan Evaluasi Scan QR dan Machine Learning pada Aplikasi Smart Tourism,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Implementasi dan Evaluasi Algoritma Komunikasi LoRa Berbasis TDMA dan CSMA pada Multinode Sensor Network untuk Sistem Pengawasan Laboratorium Cerdas,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Analisis Karakteristik Long-Short Term Memory dan Deep Neural Network sebagai Pengendali untuk Simulasi Penerbangan Misil,"Prof. Dr. Benyamin Kusumo Putro, M. Eng"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Optimasi Konsentrasi Katalis CuO/SiO2 pada Fabrikasi TEOS Sebagai Lapisan Pasif Sel Surya Perovskit,"Prof. DR. Ir. Nji Raden Poespawati, MT"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Pengaruh Konsentrasi Molar untuk Optimasi NiOx sebagai HTM dalam Sel Surya Perovskit,"Prof. DR. Ir. Nji Raden Poespawati, MT"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Analisis Perancangan FTTH Berbasis XG-PON untuk Konfigurasi Downstream dan Upstream dengan menggunakan Software Optisystem,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Perancangan Model Pengenalan Emosi pada Percakapan Berbahasa Indonesia dengan Ekstraksi Fitur Mel dan Metode Transfer Learning,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Studi Pengaruh Lengkungan Serat Optik Tipe G652 dan G657 pada Rugi-Rugi Transmisi Daya,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Elektro Paralel,Evaluasi Konsumsi Energi Kereta Commuter Line Rute Jakarta Kota - Tanjung Priok dan Perbandingan dengan Konsumsi Energi Optimal,"Dr. Abdul Halim, M.Eng."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Perancangan dan Analisis Sistem Radio over Fiber Berbasis Gelombang Milimeter untuk Aplikasi Fronthaul 5G,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Analisis Container pada Platform Container Orchestrator dengan Implementasi Sistem Monitoring dan Visualisasi,"Yan Maraden, S.T., M.T., M.Sc."
2021/2022-2,Skripsi,Teknik Elektro Paralel,Rancang Bangun Sistem Otomasi Kolam Ikan Pintar Berbasis Internet Of Things Untuk Meningkatkan Produktivitas Budidaya Ikan Lele Sangkuriang (Clarias gariepinus),"Taufiq Alif Kurniawan, MSc.Eng"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Transkripsi Otomatis Bahasa Indonesia Bersifat Luring Dengan Input Banyak Mikrofon Menggunakan Mozilla DeepSpeech,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Automatic Speech Recognition untuk Bahasa Indonesia Berbasis Wav2Letter dengan Loss Function CTC dan ASG,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Prediksi Rating Tempat Penginapan di Bali Menggunakan Multiple Linear Regression,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Face Recognition pada Aplikasi Ujian Berbasis Android AyoTest Menggunakan FaceNet untuk Meningkatkan Efektivitas Pengawasan Ujian Berbasis Daring,"Prof. Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Evaluasi Metode SCA ETS dan ANN Pada Hybrid Forecasting Model Untuk Memprediksi Penggunaan Listrik Gedung S FTUI,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun FitMyCloth sebagai Pemrediksi Ukuran Pakaian Berbasis Android dengan Deep Metric Learning dan Pengolahan Citra Siluet untuk Permasalahan Online Shop,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Pendeteksi Makanan Banyak Objek Menggunakan YOLOv5 pada Aplikasi Mobile Berbasis Flutter,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2021/2022-2,Skripsi,Teknik Biomedik,Biosensor Amperometrik Pendeteksi Dopamin Berbasis Polypyrrole/Reduced Graphene Oxide/Nickel Oxide/Nafion/ Glassy Carbon Electrode,"Siti Fauziyah Rahman,"
2021/2022-2,Skripsi,Teknik Elektro Reguler,"Rancang Bangun Linear Class J Power Amplifier untuk Aplikasi Transfer Daya Nirkabel pada Frekuensi 13,56 MHz","Taufiq Alif Kurniawan, MSc.Eng"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Automatic Speech Recognition untuk Bahasa Indonesia Berbasis Wav2Vec 2.0,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Metode Object Detection YOLOv5 pada Raspberry Pi 4B untuk Smart Trolley,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2021/2022-2,Skripsi,Teknik Biomedik,Biosensor Elektrokimia Berbasis Carbon Fiber Microelectrode Modifikasi Komposit Grafena Oksida Tereduksi/Polipirol /Titanium Dioksida untuk Deteksi Dopamin,"Siti Fauziyah Rahman,"
2021/2022-2,Skripsi,Teknik Elektro Reguler,"Desain 13,56 MHz Low Noise Amplifier Berdaya Rendah sebagai Rangkaian Penerima Sistem Transfer Daya Nirkabel untuk Aplikasi Implan Medis","Taufiq Alif Kurniawan, MSc.Eng"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Klasifikasi Tanaman Sehat dan Gulma Berbasis Machine Learning dengan Metode Local Binary Pattern sebagai Feature Extraction dan Extra-Trees sebagai Classifier Utama,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Pendeteksian Penyakit Pada Daun Apel Menggunakan CNN Dengan Arsitektur DenseNet Pada Platform Android,"Prof. Dr. Ir. Riri Fitri Sari, MM. MSc."
2021/2022-2,Skripsi,Teknik Biomedik,Pengaruh TiO2 dan f-MWCNT Terhadap Karakteristik Biokompatibilitas Perancah Komposit HAp/Kolagen/Kitosan,"Siti Fauziyah Rahman,"
2021/2022-2,Skripsi,Teknik Biomedik,Analisis Pra-Perlakuan Ekstraksi Kolagen dari Limbah Tuna,"Siti Fauziyah Rahman,"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Sistem Pendeteksian Pemakaian Masker Wajah Dengan Algoritma YOLOv5,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2021/2022-2,Skripsi,Teknik Elektro Reguler,"Rancang Bangun Antena Antipodal Vivaldi untuk Aplikasi Ultra-Wide Band dengan Gain, Directivity, dan Efisiensi Tinggi Menggunakan Teknik Korugasi dan Elemen Parasitik","Prof. Dr. Ir. Eko Tjipto Rahardjo, MSc"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Pengenalan Bahasa Isyarat Menggunakan Algoritma YOLOv5 dan SSD,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Rancang Bangun Divais NFC Reader dan Writer Kartu RFID Sebagai Representatif E-Paspor Menggunakan RFID PN532 NFC Module dan ESP32 Camera,"Prof. Dr. Ir. Eko Tjipto Rahardjo, MSc"
2021/2022-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Skema Electronic Voting Berbasis Blockchain dalam Pemilihan Umum di Indonesia,"Yan Maraden, S.T., M.T., M.Sc."
2021/2022-2,Skripsi,Teknik Elektro Internasional,HMI Design with LVGL on ESP32 for Concrete-Based 3D Printer,"Dr. Abdul Muis, ST. MEng."
2021/2022-2,Skripsi,Teknik Komputer Reguler,Implementasi metode Transfer Learning VGG-16 untuk pembuatan aplikasi mobile pengklasifikasi E-Waste berbasis Android,"Prof. Dr. Ir. Riri Fitri Sari, MM. MSc."
2021/2022-2,Skripsi,Teknik Elektro Paralel,Perancangan dan Pembuatan Aplikasi Penampil SoC berbasis Android untuk Battery Management System Berbasis Bluetooth Low Energy,"Ir. Purnomo Sidi Priambodo, M.Sc., Ph.D."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Studi dan Karakterisasi State of Charge untuk Battery Management System dan Perancangan Battery Charging Balancing pada Baterai Lead-Acid,"Ir. Purnomo Sidi Priambodo, M.Sc., Ph.D."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Perancangan dan Realisasi Rangkaian Elektronik Estimator State of Charge dengan Metode Internal Resistance Baterai Lead Acid,"Ir. Purnomo Sidi Priambodo, M.Sc., Ph.D."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Karakterisasi Battery Management System Untuk Monitoring State Of Charge Baterai Lead-Acid 48 Volt,"Ir. Purnomo Sidi Priambodo, M.Sc., Ph.D."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Regulasi Oxygen Excess Ratio Untuk Menghindari Oxygen Starvation Pada Proton Exchange Membrane Fuel Cell Dengan Pengendalian Feed forward dan Feedback,"Dr. Ir. Aries Subiantoro, M. SEE"
2021/2022-2,Skripsi,Teknik Elektro Reguler,Karakterisasi State of Charge Baterai Menggunakan Beban Resistif Statis Sebagai Dasar Perancangan Battery Management System,"Ir. Purnomo Sidi Priambodo, M.Sc., Ph.D."
2021/2022-2,Skripsi,Teknik Elektro Reguler,Estimasi SoC (State of Charge) Baterai Lithium Ion Menggunakan Extended Kalman Filter,"Dr. Ir. Aries Subiantoro, M. SEE"
2021/2022-2,Skripsi,Teknik Biomedik,Pengaruh TiO2 dan MWCNT Terhadap Karakteristik Fisika-Kimia Perancah Komposit Hidroksiapatit/Kolagen/Kitosan,"Siti Fauziyah Rahman,"
